name_en|name_fr|code_hs4
Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide or in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Superphosphates (à l’exclusion des produits contenant en poids 35 % ou plus de pentaoxyde de diphosphore et des produits présentés soit en tablettes ou formes similaires soit en emballages d’un poids brut <= 10 kg)|3103
Mineral or chemical phosphatic fertilisers (excl. superphosphates those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Engrais minéraux ou chimiques phosphatés (à lexcl. des superphosphates et des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3103
Mineral or chemical potassic fertilisers (excl. those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Engrais minéraux ou chimiques potassiques (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3104
Potassium chloride for use as fertiliser (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Chlorure de potassium destiné à être utilisé comme engrais (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3104
Potassium chloride containing <= 40% potassium monoxide in relation to the weight of the dry product (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Chlorure de potassium dune teneur en potassium évalué en monoxyde de potassium <= 40% en poids du produit anhydre à létat sec (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3104
Non-refractory mortars and concretes|Mortiers et bétons non réfractaires|3824
Potassium chloride containing > 40% but <= 62% potassium monoxide in relation to the weight of the dry product (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Chlorure de potassium dune teneur en potassium évalué en monoxyde de potassium > 40% mais <= 62% en poids du produit anhydre à létat sec (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3104
Potassium chloride containing > 62% potassium monoxide in relation to the weight of the dry product (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Chlorure de potassium destiné à être utilisé comme engrais dune teneur en potassium évalué en monoxyde de potassium> 62% en poids du produit anhydre à létat sec (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3104
Embroidery of cotton on a textile fabric ground in the piece in strips or in motifs of a net value of <= € 1750 per kg (excl. embroidery without visible ground)|Broderies de coton sur support de matières textiles en pièces en bandes ou en motifs dune valeur <= 1750 € par kg poids net (à lexcl. des broderies chimiques ou aériennes ainsi que des broderies à fond découpé)|5810
Carnallite sylvite and other crude natural potassium salts potassium magnesium sulphate and mixtures of potassic fertilisers e.g. mixtures of potassium chloride and potassium sulphate (excl. those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Carnallite sylvinite et autres sels de potassium naturels bruts sulfate de potassium et de magnésium et mélanges dengrais potassiques [p.ex. mélanges de chlorure de potassium et de sulfate de potassium] (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3104
Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen phosphorus and potassium other fertilisers (excl. pure animal or vegetable fertilisers or mineral or chemical nitrogenous phosphatic or potassic fertilisers) animal vegetable mineral or chemical fertilisers in tablets or similar forms or in packages of a gross weight of <= 10 kg|Engrais minéraux ou chimiques contenant deux ou trois des éléments fertilisants : azote phosphore et potassium autres engrais (sauf engrais dorigine uniquement animale ou végétale engrais minéraux ou chimiques azotés phosphatés ou potassiques) engrais dorigine animale ou végétale et engrais minéraux ou chimiques présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg|3105
Mineral or chemical fertilisers of animal or vegetable origin in tablets or similar forms or in packages with a gross weight of <= 10 kg|Engrais dorigine animale ou végétale engrais minéraux ou chimiques présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg|3105
Mineral or chemical fertilisers containing the three fertilising elements nitrogen phosphorus and potassium (excl. those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Engrais minéraux ou chimiques contenant les trois éléments fertilisants : azote phosphore et potassium (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3105
Mineral or chemical fertilisers containing phosphorus and potassium with a nitrogen content > 10 % by weight on the dry anhydrous product (excl. those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Engrais minéraux ou chimiques contenant du phosphore et du potassium dune teneur en azote > 10 % en poids du produit anhydre à létat sec (à l’excl. des produits présentés soit en tablettes ou formes simil. soit en emballages d’un poids brut <= 10 kg)|3105
Mineral or chemical fertilisers containing nitrogen phosphorus and potassium with a nitrogen content <= 10 % by weight on the dry anhydrous product (excl. those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Engrais minéraux ou chimiques contenant de lazote du phosphore et du potassium dune teneur en azote <= 10 % en poids du produit anhydre à létat sec (à l’excl. des produits présentés soit en tablettes ou formes simil. soit en emballages d’un poids brut <= 10 kg)|3105
Diammonium hydrogenorthophosphate \diammonium phosphate\ (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Hydrogénoorthophosphate de diammonium [phosphate diammonique] (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3105
Ammonium dihydrogenorthophosphate \monoammonium phosphate\ whether or not mixed with diammonium hydrogenorthophosphate \diammonium phosphate\ (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Dihydrogénoorthophosphate dammonium [phosphate monoammonique] même en mélange avec lhydrogénoorthophosphate de diammonium [phosphate diammonique] (à lexcl. des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3105
Mineral or chemical fertilisers containing nitrates and phosphates (excl. ammonium dihydrogenorthophosphate \Monoammonium phosphate\ diammonium hydrogenorthophosphate \Diammonium phosphate\ and those in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Engrais minéraux ou chimiques contenant des nitrates et des phosphates (à lexcl. du dihydrogénoorthophosphate dammonium [phosphate monoammonique] de lhydrogénoorthophosphate de diammonium [phosphate diammonique] ainsi que des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3105
Paints and varnishes incl. enamels and lacquers based on polyesters dispersed or dissolved in a non-aqueous medium|Peintures et vernis à base de polyesters dispersés ou dissous dans un milieu non aqueux|3208
Egg albumin fit for human consumption (excl. dried [e.g. in sheets flakes crystals powder])|Ovalbumine propre à lalimentation humaine (à lexcl. de lovalbumine séchée [en feuilles écailles cristaux poudres etc.])|3502
Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excl. nitrate) and phosphorus but not nitrates (excl. ammonium dihydrogenorthophosphate \monoammonium phosphate\ diammonium hydrogenorthophosphate \diammonium phosphate\ in tablets or similar forms or in packages with a gross weight of <= 10 kg)|Engrais minéraux ou chimiques contenant les deux éléments fertilisants : azote (à lexcl. des nitrates) et phosphore (à lexcl. du dihydrogénoorthophosphate dammonium [phosphate monoammonique] de lhydrogénoorthophosphate de diammonium [phosphate diammonique] ainsi que des produits présentés soit en tablettes ou formes simil. soit en emballages dun poids brut <= 10 kg)|3105
